,wideClass,mass (g)
24000,LL,8.7
24001,L,13.5
24002,H,4.9
24003,L,8.2
24004,H,14.3
24005,L,12.0
24006,H,6.5
24007,H,3.4
24008,L,4.5
24009,L,5.6
24010,H,1.3
24011,L,10.6
24012,L,14.7
24013,LL,3.3
24014,H,15.4
24015,L,8.4
24016,L,7.0
24017,L,10.9
24018,L,29.8
24019,L,10.9
24093,L,6260.0
24094,H,41.3
24095,Iron,82.7
24096,H,11.7
24097,H,0.1
24098,L,8709.799999999997
24099,H,1550.0
24100,H,4025.9
24101,L,2283.3
24102,L,969.8
24103,LL,1564.7
24104,L,1597.3
24105,LL,903.7
24106,LL,911.5
24107,LL,717.2
24108,H,658.0
24109,H,765.0
24110,H,536.5
24111,L,603.1
24112,Martian,715.2
24113,LL,548.2
24114,LL,395.0
24115,H,274.6
24116,LL,309.3
24117,LL,368.6
24118,H,258.7
24119,L,262.9
24120,L,159.8
24121,L,202.6
24122,Iron,443.5
24123,H,501.2
24124,H,323.2
24125,L,502.7
24126,L,517.6
24127,H,424.1
24128,LL,400.2
24129,H,565.7000000000002
24130,LL,277.6
24131,L,1114.8
24132,L,815.9
24133,H,372.9
24134,Diogenite,80.93
24135,Iron,119.96
24136,H,169.8
24137,L,82.7
24138,LL,97.8
24139,L,103.9
24140,L,71.3
24141,L,125.9
24142,H,212.5
24143,CO,129.8
24144,L,145.1
24145,H,207.5
24146,L,85.7
24147,H,46.0
24148,LL,58.4
24149,L,191.0
24150,LL,122.5
24151,LL,99.3
24152,L,127.0
24153,L,68.3
24154,L,154.3
24155,LL,146.0
24156,H,83.9
24157,L,68.9
24158,LL,94.5
24159,H,64.7
24160,H,22.3
24161,H,20.0
24162,H,29.1
24163,H,3.9
24164,H,16.6
24165,LL,18.6
24166,LL,3.2
24167,LL,5.5
24168,H,5.2
24169,LL,11.7
24170,LL,30.4
24171,LL,4.9
24172,LL,16.0
24173,LL,8.0
24174,L,1.43
24175,L,5.9
24176,H,24.6
24177,H,14.6
24178,H,26.5
24179,L,4.0
24180,L,2085.0
24181,H,58.5
24182,H,3.5
24183,LL,3.5
24184,LL,3.5
24185,LL,24.3
24186,LL,15.1
24187,LL,45.1
24188,H,2.4
24189,L,29.4
24190,LL,45.4
24191,LL,4.4
24192,H,18.2
24193,L,35.20000000000001
24194,H,54.7
24195,L,23.5
24196,H,27.3
24197,H,4.4
24198,H,5.8
24199,H,16.5
24200,L,6.5
24201,H,4.6
24202,H,14.2
24203,H,6.8
24204,H,37.0
24205,H,1.4
24206,H,31.7
24207,L,34.3
24208,L,747.4
24209,CO,63.8
24210,Mesosiderite,46.3
24211,L,3055.5
24212,H,21490.0
24213,LL,2181.8
24214,L,831.1
24215,L,1127.8
24216,L,1234.8
24217,L,304.4
24218,H,330.9
24219,L,396.8
24220,H,582.4
24221,L,1608.3
24222,L,2409.6
24223,CO,1494.6
24224,L,881.6
24225,L,1025.8
24226,L,1336.2
24227,H,987.2
24228,H,670.7
24229,L,394.4
24230,L,368.7
24231,LL,300.5
24232,L,235.7
24233,LL,133.1
24234,CO,196.6
24235,L,104.3
24236,H,1072.7
24237,L,72.5
24238,LL,67.5
24239,LL,77.9
24240,L,132.7
24241,LL,112.9
24242,H,127.8
24243,H,179.2
24244,L,192.4
24245,Lunar,142.2
24246,L,314.1
24247,H,239.0
24248,L,187.4
24249,L,227.6
24250,L,305.4
24251,Eucrite,239.8
24252,LL,262.6
24253,L,308.0
24254,L,180.2
24255,L,283.4
24256,L,388.3
24257,LL,289.7
24258,L,197.2
24259,L,152.0
24260,L,253.3
24261,L,368.0
24262,L,257.6
24263,LL,399.0
24264,H,233.6
24265,LL,109.2
24266,LL,113.6
24267,LL,472.2
24268,L,128.1
24269,L,118.5
24270,LL,34.7
24271,L,58.8
24272,Howardite,23.8
24273,L,23.3
24274,L,82.5
24275,H,23.3
24276,H,21.1
24277,LL,42.0
24278,H,36.1
24279,EH,76.5
24280,L,61.9
24281,L,28.4
24282,L,28.1
24283,LL,106.7
24284,H,88.4
24285,L,86.8
24286,L,59.5
24287,L,32.5
24288,LL,41.2
24289,L,82.7
24290,LL,30.2
24291,L,879.3
24292,H,41.2
24293,CB,12.0
24294,L,35.70000000000001
24295,L,30.9
24296,Howardite,18.6
24297,CM,1.7
24298,LL,13.1
24299,L,16.8
24300,L,17.3
24301,L,23.5
24302,L,14.8
24303,L,31.5
24304,LL,6.9
24305,LL,9.4
24306,L,28.3
24307,LL,13.9
24308,LL,24.6
24309,H,9.9
24310,L,49.9
24311,L,17.3
24312,L,22.2
24313,L,12.8
24314,L,5.6
24315,CO,41.0
24316,L,33.3
24317,LL,12.0
24318,LL,18.7
24319,L,1041.1
24320,L,19.5
24321,LL,5.0
24322,Fusion,0.1
24323,L,0.9
24324,CM,2.8
24325,LL,0.3
24326,H,7.8
24327,L,5.9
24328,L,2.2
24329,L,1.3
24330,H,1.4
24331,CM,0.9
24332,L,2.7
24333,LL,2.0
24334,L,0.8
24335,L,5.2
24336,CM,2.6
24337,L,0.8
24338,Fusion,0.1
24339,LL,3.5
24340,L,1.9
24341,LL,2.8
24342,L,12.5
24343,L,4.7
24344,L,17.4
24345,LL,4.6
24346,L,3.6
24347,EH,1158.9
24348,L,4.9
24349,L,8.3
24350,CM,2.4
24351,LL,7.5
24352,EH,10.6
24353,H,13.4
24354,L,1.6
24355,L,11.4
24356,L,4.2
24357,LL,2.1
24358,L,2.3
24359,Iron,4.9
24360,L,0.9
24361,L,2.6
24362,L,42.3
24363,LL,101.5
24364,CM,46.6
24365,L,51.2
24366,L,72.0
24367,L,53.5
24368,LL,94.4
24369,LL,95.2
24370,L,73.7
24371,LL,89.0
24372,L,38.4
24373,H,24.6
24374,L,33.7
24375,H,42.9
24376,L,38.8
24377,Howardite,25.6
24378,H,39.7
24379,L,29.0
24380,L,75.7
24381,L,48.1
24382,H,4.3
24383,Diogenite,924.2
24384,CV,758.4
24385,Diogenite,291.9
24386,Eucrite,703.2
24387,LL,75.0
24388,Lunar,1.4
24389,Howardite,29.4
24390,Aubrite,31.9
24391,Howardite,12.3
24392,L,1528.8
24393,L,7120.0
24394,LL,2604.4
24395,L,1491.3
24396,H,710.4
24397,H,472.4
24398,Eucrite,302.4
24399,H,3094.4
24400,LL,1665.7
24401,L,1669.2
24402,L,930.0
24403,H,746.7
24404,L,1126.9
24405,H,991.1
24406,H,592.8
24407,H,930.0
24408,L,194.7
24409,L,349.4
24410,L,240.0
24411,H,270.1
24412,H,234.1
24413,L,362.4
24414,L,431.9
24415,L,258.9
24416,H,413.0
24417,L,257.3
24418,H,184.8
24419,H,288.0
24420,H,460.7
24421,L,308.7
24422,H,441.8
24423,L,733.2
24424,L,222.2
24425,H,577.4
24426,H,176.9
24427,H,93.1
24428,L,164.4
24429,L,76.5
24430,L,62.9
24431,H,51.1
24432,L,68.1
24433,H,114.9
24434,H,53.0
24435,L,81.9
24436,H,0.4
24437,H,0.8
24438,H,1.6
24439,L,6.7
24440,H,0.3
24441,LL,1.1
24442,L,0.4
24443,L,0.8
24444,L,1.9
24445,H,0.7
24446,H,18.8
24447,H,9.4
24448,L,0.3
24449,H,0.3
24450,H,4.5
24451,H,1.4
24452,H,13.1
24453,H,10.4
24454,H,0.6
24455,H,57.7
24456,H,20.9
24457,H,3.4
24458,H,12.6
24459,H,4.2
24460,H,0.8
24461,H,14.5
24462,H,13.0
24463,L,7.5
24464,H,32.9
24465,H,3.2
24466,H,7.8
24467,H,0.5
24468,LL,1.1
24469,H,25.2
24470,H,47.6
24471,H,9.1
24472,H,7.1
24473,L,54.8
24474,CO,13.1
24475,H,254.9
24476,H,285.2
24477,H,350.8
24478,H,138.4
24479,H,109.7
24480,H,139.9
24481,H,118.2
24482,H,112.8
24483,H,114.7
24484,H,133.8
24485,H,256.4
24486,L,269.2
24487,L,332.6
24488,H,264.5
24489,LL,139.4
24490,H,106.6
24491,H,72.09999999999998
24492,H,104.6
24493,L,146.6
24494,Iron,232.9
24495,L,179.1
24496,H,358.3
24497,H,221.1
24498,L,303.4
24499,L,378.6
24500,L,213.3
24501,H,210.4
24502,H,180.3
24503,H,156.4
24504,H,371.4
24505,H,33.7
24506,H,56.0
24507,H,71.0
24508,H,95.4
24509,H,102.1
24510,H,132.7
24511,H,62.0
24512,L,110.4
24513,H,91.3
24514,EH,120.3
24515,L,50.4
24516,H,91.6
24517,H,91.8
24518,H,81.9
24519,H,73.3
24520,L,153.2
24521,L,53.2
24522,LL,97.2
24523,H,35.1
24524,H,49.1
24525,H,86.2
24526,H,45.7
24527,L,98.2
24528,L,122.2
24529,L,91.4
24530,H,91.6
24531,H,57.1
24532,H,62.7
24533,H,50.6
24534,L,120.2
24535,H,54.0
24536,H,22.0
24537,H,43.0
24538,H,63.0
24539,L,85.5
24540,H,54.1
24541,L,104.2
24542,H,129.2
24543,H,87.5
24544,H,56.2
24545,L,58.8
24546,L,56.9
24547,L,138.1
24548,H,30.9
24549,H,65.4
24550,H,31.5
24551,L,75.5
24552,L,83.5
24553,H,44.8
24554,L,32.7
24555,L,113.9
24556,L,136.3
24557,CO,112.0
24558,H,110.7
24559,L,134.1
24560,L,115.4
24561,L,40.3
24562,H,106.6
24563,H,105.0
24564,L,54.7
24565,L,65.5
24566,H,49.0
24567,L,78.0
24568,CO,67.7
24569,H,73.09999999999998
24570,H,64.9
24571,L,59.5
24572,L,85.5
24573,L,75.2
24574,L,130.4
24575,L,88.6
24576,L,59.8
24577,LL,99.1
24578,L,100.7
24579,H,244.9
24580,LL,117.2
24581,H,119.5
24582,L,84.4
24583,LL,191.9
24584,LL,122.6
24585,H,32.4
24586,L,38.2
24587,LL,32.2
24588,L,11.5
24589,LL,20.3
24590,H,9.9
24591,L,18.4
24592,H,8.0
24593,L,3.1
24594,H,15.4
24595,H,1.7
24596,H,5.3
24597,H,2.5
24598,L,1.6
24599,L,1.6
24600,H,4.5
24601,H,5.4
24602,H,3.9
24603,H,2.7
24604,L,1.7
24605,H,21.0
24606,LL,7.0
24607,L,27.8
24608,L,33.1
24609,L,29.2
24610,H,62.9
24611,H,18.3
24612,LL,9.6
24613,H,13.2
24614,L,11.2
24615,H,28.9
24616,EH,33.6
24617,H,24.0
24618,L,21.4
24619,L,6.1
24620,L,3.2
24621,L,2.7
24622,H,1.7
24623,H,2.2
24624,L,4.7
24625,H,1.4
24626,H,14.5
24627,H,2.4
24628,H,5.6
24629,L,2.7
24630,L,7.7
24631,L,0.4
24632,H,4.2
24633,L,3.0
24634,Acapulcoite,3.5
24635,H,2.4
24636,H,17.3
24637,L,0.3
24638,H,2.3
24639,L,5.7
24640,CO,0.6
24641,H,9.7
24642,H,7.4
24643,LL,1.1
24644,H,1.9
24645,H,32.8
24646,H,21.7
24647,L,59.2
24648,H,33.9
24649,H,23.7
24650,H,29.3
24651,L,15.0
24652,CV,34.1
24653,L,33.0
24654,H,9.8
24655,L,18.4
24656,L,38.9
24657,L,14.2
24658,L,14.2
24659,L,22.1
24660,H,3.0
24661,L,2.4
24662,L,18.7
24663,H,47.9
24664,L,42.1
24665,L,32.7
24666,H,12.3
24667,CO,15.3
24668,CO,16.7
24669,LL,28.3
24670,CO,15.0
24671,H,28.6
24672,H,28.0
24673,CO,16.0
24674,H,31.5
24675,CO,7.1
24676,L,4.3
24677,CO,5.2
24678,CO,1.6
24679,CO,10.7
24680,CK,2.5
24681,CO,5.8
24682,H,0.5
24683,L,13.2
24684,L,5.9
24685,CM,2.5
24686,CO,0.7
24687,L,9.7
24688,CO,1.3
24689,H,2.0
24690,CO,0.5
24691,H,2.2
24692,H,1.3
24693,H,4.0
24694,L,0.9
24695,L,4.2
24696,H,1.3
24697,CO,10.3
24698,L,16.1
24699,L,12.2
24700,L,2.9
24701,H,15.8
24702,H,10.6
24703,L,1.0
24704,H,6.1
24705,L,1.1
24706,L,7.6
24707,L,17.2
24708,H,12.8
24709,H,11.5
24710,H,16.3
24711,CO,3.7
24712,H,7.3
24713,CO,4.9
24714,L,1.2
24715,LL,63.7
24716,CO,32.0
24717,CO,31.4
24718,CO,25.4
24719,LL,13.2
24720,H,28.6
24721,CO,39.7
24722,H,37.2
24723,H,23.1
24724,L,30.1
24725,CO,7.4
24726,LL,9.5
24727,LL,28.5
24728,H,50.1
24729,H,31.9
24730,L,9.6
24731,CO,12.3
24732,CO,10.5
24733,CO,6.6
24734,H,2.8
24735,L,2.5
24736,CO,13.9
24737,H,4.2
24738,H,1.8
24739,EH,1.0
24740,H,13.6
24741,H,2.1
24742,L,1.4
24743,CO,2.0
24744,EH,2.8
24745,L,45.6
24746,LL,10.8
24747,LL,52.5
24748,L,20.8
24749,L,14.9
24750,H,4.0
24751,H,12.1
24752,H,28.9
24753,L,13.5
24754,L,10.0
24755,H,22.3
24756,H,21.3
24757,L,15.9
24758,CO,17.8
24759,CO,28.6
24760,CV,3.8
24761,H,6.7
24762,LL,15.9
24763,LL,40.7
24764,CO,14.4
24765,H,7.4
24766,H,1.7
24767,H,5.2
24768,EH,11.8
24769,H,12.2
24770,L,4.2
24771,H,11.8
24772,L,2.7
24773,L,2.8
24774,L,0.5
24775,CO,2.1
24776,CO,1.6
24777,L,1.6
24778,CV,0.5
24779,CB,0.8
24780,H,1.8
24781,H,6.1
24782,CO,1.3
24783,CO,0.6
24784,Acapulcoite,2.7
24785,L,11.9
24786,CB,14.5
24787,H,22.3
24788,L,2.4
24789,L,1.9
24790,H,21.2
24791,H,0.3
24792,CO,2.3
24793,CO,0.4
24794,L,2.4
24795,H,4.9
24796,CO,1.1
24797,LL,1.3
24798,H,1.7
24799,Mesosiderite,0.4
24800,CO,0.2
24801,H,7.1
24802,LL,6.1
24803,H,0.4
24804,LL,1.4
24805,LL,0.8
24806,L,9.5
24807,L,0.6
24808,L,1.7
24809,L,1.1
24810,LL,9.0
24811,LL,9.3
24812,LL,9.7
24813,L,2.5
24814,CO,4.4
24815,R,118.5
24816,L,36.3
24817,L,31.1
24818,LL,27.7
24819,CO,15.8
24820,CO,16.4
24821,L,17.8
24822,Ureilite,32.0
24823,Iron,42.4
24824,LL,32.0
24825,L,16.4
24826,R,6.8
24827,L,21.9
24828,H,11.8
24829,LL,16.0
24830,LL,16.2
24831,LL,28.5
24832,H,12.2
24833,CO,18.3
24834,CM,2.1
24835,L,12.6
24836,L,36.9
24837,L,54.6
24838,H,9.6
24839,H,17.8
24840,H,11.6
24841,LL,10.9
24842,H,14.4
24843,H,11.1
24844,LL,12.4
24845,L,28.5
24846,L,16.1
24847,CO,0.3
24848,H,23.0
24849,LL,14.8
24850,H,7.1
24851,LL,2.3
24852,L,21.5
24853,LL,23.0
24854,H,1.6
24855,H,17.3
24856,L,9.3
24857,L,2.8
24858,L,1.4
24859,CO,0.4
24860,L,5.4
24861,H,0.6
24862,H,0.3
24863,H,0.4
24864,L,0.4
24865,H,1.2
24866,LL,1.4
24867,L,8.9
24868,H,2.9
24869,H,8.5
24870,CM,4.1
24871,L,18.8
24872,H,6.6
24873,H,3.5
24874,L,7.5
24875,H,6.4
24876,LL,2.1
24877,H,25.3
24878,CO,1.8
24879,CO,5.2
24880,L,7.5
24881,LL,2.4
24882,LL,2.1
24883,LL,1.0
24884,LL,7.2
24885,H,1.4
24886,CR,10.5
24887,L,5.7
24888,L,2.1
24889,H,9.2
24890,H,4.3
24891,H,9.9
24892,L,22.3
24893,L,6.8
24894,L,3.8
24895,H,3.5
24896,H,15.6
24897,CR,12.2
24898,L,23.4
24899,H,2.8
24900,H,2.0
24901,LL,26.3
24902,H,2.5
24903,CO,2.7
24904,L,2.4
24905,L,2.7
24906,H,4.8
24907,H,16.2
24908,H,20.8
24909,LL,6.1
24910,H,8.0
24911,L,5.0
24912,L,17.0
24913,H,3.0
24914,LL,8.4
24915,H,3.2
24916,L,7.4
24917,CO,0.4
24918,L,18.8
24919,LL,4.2
24920,L,5.1
24921,L,0.3
24922,L,1.3
24923,CO,0.4
24924,L,0.6
24925,H,0.9
24926,CO,2.7
24927,L,5.6
24928,H,0.2
24929,CB,0.7
24930,H,3.1
24931,CO,16.4
24932,LL,13.5
24933,L,5.7
24934,H,8.5
24935,L,5.8
24936,H,6.5
24937,LL,2.2
24938,LL,2.2
24939,L,2.5
24940,H,4.6
24941,LL,3.2
24942,H,2.5
24943,L,2.7
24944,L,6.3
24945,L,12.2
24946,H,1.9
24947,H,1.5
24948,L,1.8
24949,L,9.6
24950,L,14.4
24951,L,16.7
24952,Acapulcoite,12.4
24953,LL,4.6
24954,H,6.7
24955,L,6.4
24956,LL,1.6
24957,L,2.6
24958,CB,1.4
24959,L,1.7
24960,CV,1.8
24961,H,1.5
24962,L,1.2
24963,L,1.8
24964,H,1.0
24965,LL,1.0
24966,H,0.7
24967,CV,1.0
24968,CB,1.4
24969,LL,1.6
24970,H,0.6
24971,L,0.7
24972,LL,1.2
24973,LL,1.5
24974,L,1.2
24975,H,1.0
24976,H,0.3
24977,L,0.2
24978,H,0.4
24979,L,0.3
24980,LL,7.1
24981,L,9.8
24982,H,6.1
24983,Diogenite,4.6
24984,H,1.3
24985,L,2.9
24986,CO,5.4
24987,H,4.3
24988,L,11.4
24989,L,8.800000000000002
24990,H,4.8
24991,CO,5.2
24992,L,7.1
24993,H,3.5
24994,H,12.3
24995,LL,6.0
24996,CO,7.2
24997,L,7.7
24998,CO,4.4
24999,CO,6.1
25000,LL,4.5
25001,CO,3.6
25002,H,7.1
25003,H,11.1
25004,L,12.3
25005,L,14.5
25006,L,3.4
25007,H,2.3
25008,L,13.9
25009,H,3.0
25010,L,0.9
25011,L,1.0
25012,L,1.0
25013,L,0.8
25014,LL,3.0
25015,L,0.7
25016,H,1.8
25017,LL,4.3
25018,L,1.3
25019,L,4.0
25020,H,3.3
25021,EH,2.0
25022,H,3.4
25023,L,36.7
25024,L,5.2
25025,H,1.5
25026,Eucrite,3.3
25027,LL,7.0
25028,Eucrite,2.4
25029,Howardite,26.7
25030,Eucrite,51.4
25031,Howardite,9.9
25032,Howardite,30.6
25033,Howardite,71.1
25034,Iron,96.3
25035,Iron,60.8
25036,CM,3.0
25037,CV,15.8
25038,CM,7.7
25039,CV,19.4
25040,CM,1.8
25041,CO,27.2
25042,CM,4.2
25043,CM,37.4
25044,CM,32.2
25045,CM,1.2
25046,CV,7.7
25047,CM,17.3
25048,CM,2.5
25049,CV,20.7
25050,CM,5.1
25051,CV,3.1
25052,CV,1.3
25053,CV,9.7
25054,CV,13.4
25055,CO,5.5
25056,CO,0.9
25057,CM,12.2
25058,CV,4.9
25059,CV,4.0
25060,CM,5.2
25061,CV,12.7
25062,CO,1.4
25063,CV,16.4
25064,CV,15.5
25065,CV,25.1
25066,CV,2.0
25067,CM,67.6
25068,CM,5.7
25069,CM,7.4
25070,CM,13.6
25071,L,24.9
25072,LL,134.8
25073,LL,373.8
25074,L,237.1
25075,CM,26.3
25076,CO,77.2
25077,LL,62.9
25078,L,147.1
25079,CR,6290.0
25080,Pallasite,3971.0
25081,L,10310.0
25082,L,4960.2
25083,L,1194.4
25084,LL,1386.2
25085,LL,828.2
25086,L,1209.8
25087,LL,1246.9
25088,CO,2487.9
25089,LL,3434.2
25090,LL,1967.5
25091,L,890.6
25092,L,1742.2
25093,L,1105.6
25094,LL,1450.7
25095,LL,1330.0
25096,L,1112.3
25097,CO,793.8
25098,L,864.3
25099,L,936.0
25100,LL,851.4
25101,LL,898.6
25102,L,744.7
25103,CO,1014.0
25104,LL,785.6
25105,LL,981.2
25106,LL,458.7
25107,Pallasite,356.4
25108,Martian,452.6
25109,Ureilite,500.1
25110,Martian,532.2
25111,LL,807.6
25112,Lunar,195.6
25113,L,826.4
25114,Lunar,244.8
25115,LL,312.3
25116,CO,404.4
25117,LL,380.7
25118,L,325.8
25119,L,300.7
25120,L,242.6
25121,L,164.7
25122,LL,451.8
25123,L,21.6
25124,LL,257.4
25125,LL,331.7
25126,L,210.0
25127,L,233.7
25128,L,184.9
25129,LL,392.1
25130,L,209.2
25131,H,126.0
25132,L,259.5
25133,L,134.2
25134,LL,415.8
25135,L,527.6
25136,LL,229.3
25137,L,190.4
25138,L,240.5
25139,L,614.0
25140,L,230.2
25141,LL,204.4
25142,LL,330.7
25143,L,416.9
25144,L,280.4
25145,L,213.2
25146,LL,264.3
25147,L,525.0
25148,LL,798.8
25149,Lunar,137.5
25150,L,118.1
25151,CV,281.5
25152,CO,255.5
25153,LL,136.7
25154,Lunar,143.5
25155,Ureilite,377.7
25156,LL,378.8
25157,LL,96.6
25158,L,254.0
25159,LL,158.8
25160,LL,300.8
25161,LL,130.6
25162,L,203.4
25163,L,166.1
25164,L,314.8
25165,L,421.5
25166,L,374.4
25167,L,195.8
25168,LL,202.8
25169,L,268.2
25170,LL,284.3
25171,LL,402.6
25172,L,226.9
25173,L,329.3
25174,L,338.7
25175,L,411.4
25176,LL,272.0
25177,L,408.0
25178,L,260.6
25179,L,496.5
25180,L,399.9
25181,L,511.4
25182,CK,52.6
25183,H,51.9
25184,Diogenite,119.4
25185,Diogenite,115.5
25186,Diogenite,405.2
25187,L,204.7
25188,LL,210.2
25189,LL,163.4
25190,LL,263.6
25191,Diogenite,73.59999999999998
25192,L,399.2
25193,L,441.1
25194,LL,494.1
25195,LL,114.6
25196,CO,229.0
25197,CO,286.9
25198,L,176.4
25199,L,218.0
25200,L,174.2
25201,CO,497.8
25202,L,248.4
25203,L,301.1
25204,LL,287.0
25205,LL,341.9
25206,LL,228.9
25207,CO,160.3
25208,H,221.6
25209,LL,254.1
25210,L,218.4
25211,CO,132.5
25212,CO,133.1
25213,CO,161.6
25214,LL,199.1
25215,Martian,171.0
25216,L,265.6
25217,CO,49.4
25218,CO,126.6
25219,L,1.8
25220,LL,1.0
25221,LL,0.9
25222,L,3.9
25223,L,0.7
25224,LL,1.9
25225,LL,1.7
25226,LL,2.2
25227,LL,2.5
25228,LL,1.3
25229,LL,22.6
25230,L,83.3
25231,CO,40.4
25232,Howardite,97.5
25233,CK,16.3
25234,L,48.1
25235,L,76.4
25236,H,60.3
25237,H,44.7
25238,Diogenite,45.5
25239,LL,8.3
25240,L,1.3
25241,LL,1.6
25242,L,3.5
25243,LL,1.2
25244,LL,3.2
25245,H,1.0
25246,L,3.4
25247,H,1.9
25248,L,4.2
25249,CV,2.5
25250,CV,10.4
25251,CV,0.6
25252,CV,2.1
25253,CV,0.8
25254,CV,2.4
25255,CV,3.6
25256,CV,1.1
25257,CV,0.7
25258,CV,1.2
25259,L,7.0
25260,LL,9.4
25261,LL,4.1
25262,L,2.8
25263,CV,0.7
25264,L,2.4
25265,L,7.3
25266,L,5.7
25267,L,8.3
25268,L,4.3
25269,H,12.0
25270,H,19.2
25271,L,25.7
25272,LL,37.9
25273,L,33.3
25274,L,15.5
25275,H,27.7
25276,H,23.6
25277,L,19.9
25278,L,22.2
25279,L,27.5
25280,L,28.6
25281,L,24.1
25282,L,13.1
25283,L,21.3
25284,L,6.2
25285,Achondrite,17.0
25286,H,25.1
25287,L,30.9
25288,L,14.4
25289,L,6.7
25290,LL,14.5
25291,L,3.1
25292,L,10.5
25293,LL,7.1
25294,L,4.3
25295,CO,3.6
25296,L,2.6
25297,L,9.1
25298,CO,1.4
25299,Diogenite,28.0
25300,Diogenite,34.0
25301,LL,38.7
25302,L,56.0
25303,H,75.9
25304,H,108.0
25305,L,34.0
25306,CO,62.8
25307,LL,67.2
25308,H,38.5
25309,CO,85.9
25310,CO,95.2
25311,LL,106.0
25312,CO,104.9
25313,L,104.0
25314,CO,60.1
25315,CO,67.5
25316,L,73.4
25317,LL,71.3
25318,L,54.3
25319,LL,25.6
25320,H,11.1
25321,LL,11.3
25322,L,25.0
25323,LL,29.7
25324,LL,18.0
25325,L,13.4
25326,LL,8.2
25327,H,15.3
25328,H,14.6
25329,H,14.8
25330,LL,4.5
25331,LL,5.9
25332,L,5.1
25333,L,4.9
25334,H,2.5
25335,L,2.2
25336,LL,4.0
25337,L,0.8
25338,L,1.7
25339,H,7.6
25340,LL,0.3
25341,H,7.9
25342,CO,0.5
25343,L,3.5
25344,L,13.0
25345,H,5.5
25346,LL,4.3
25347,L,5.0
25348,L,42.6
25349,LL,39.8
25350,LL,19.7
25351,L,31.0
25352,LL,49.5
25353,LL,14.4
25354,LL,7.9
25355,LL,5.0
25356,L,21.0
25357,L,57.6
25358,L,85.6
25359,CM,19.8
25360,L,43.3
25361,CM,6.4
25362,L,60.1
25363,L,131.4
25364,LL,105.7
25365,CM,17.4
25366,L,83.2
25367,L,85.9
25368,Diogenite,94.2
25369,CR,8.9
25370,CO,7.1
25371,CK,10.0
25372,L,6.4
25373,H,13.9
25374,L,16.7
25375,L,11.7
25376,L,21.0
25377,EH,2.0
25378,CO,1.1
25379,L,7.9
25380,L,2.4
25381,L,3.4
25382,LL,1.1
25383,L,0.9
25384,L,1.2
25385,CO,1.2
25386,L,2.8
25387,L,6.7
25388,LL,10.0
25389,L,3.1
25390,L,3.0
25391,L,6.0
25392,L,13.8
25393,L,8.0
25394,L,14.9
25395,L,7.5
25396,L,10.2
25397,EL,3.6
25398,LL,0.5
25399,L,4.0
25400,L,25.7
25401,H,3.5
25402,L,1.7
25403,L,2.1
25404,L,1.2
25405,CO,4.2
25406,L,5.9
25407,L,2.7
25408,L,2.0
25409,L,3.9
25410,L,2.1
25411,L,1.7
25412,L,3.0
25413,LL,4.5
25414,LL,2.5
25415,L,8.6
25416,LL,0.5
25417,L,6.5
25418,Achondrite,4.7
25419,LL,0.6
25420,CO,2.8
25421,CO,0.7
25422,H,2.9
25423,H,1.2
25424,CO,2.4
25425,L,8.2
25426,L,1.8
25427,LL,1.4
25428,L,0.9
25429,CO,1.3
25430,L,6.4
25431,L,3.6
25432,CV,0.8
25433,L,2.5
25434,Achondrite,3.2
25435,L,1.6
25436,LL,2.9
25437,L,1.6
25438,L,2.4
25439,LL,7.4
25440,L,2.7
25441,H,2.4
25442,H,6.6
25443,L,3.1
25444,L,2.7
25445,L,9.0
25446,L,6.1
25447,LL,5060.0
25448,CO,1.3
25449,L,0.7
25450,L,0.9
25451,LL,0.9
25452,L,0.9
25453,L,1.1
25454,L,1.0
25455,H,1.8
25456,L,4.8
25457,L,1.7
25458,L,2.1
25459,LL,1.2
25460,L,4.0
25461,H,1.3
25462,L,1.8
25463,L,2.9
25464,H,3.8
25465,H,4.3
25466,L,1.5
25467,L,1.8
25468,L,2.9
25469,LL,18.6
25470,LL,11.2
25471,CO,8.3
25472,L,1.2
25473,L,0.8
25474,LL,2.3
25475,L,1.7
25476,L,0.6
25477,L,1.6
25478,L,1.0
25479,L,57.5
25480,L,92.3
25481,L,85.3
25482,L,68.8
25483,L,98.0
25484,Achondrite,58.8
25485,L,52.0
25486,L,31.8
25487,L,50.5
25488,L,43.1
25489,L,67.6
25490,LL,33.3
25491,LL,55.0
25492,L,79.9
25493,L,58.4
25495,L,35.9
25496,L,8.6
25497,L,6.0
25498,L,29.4
25499,L,0.9
25500,LL,1.3
25501,L,0.4
25502,L,1.5
25503,LL,1.9
25504,L,0.9
25505,L,1.6
25506,CO,2.2
25507,CO,2.0
25508,L,1.7
25509,LL,10.9
25510,H,1.3
25511,L,3.9
25512,L,5.6
25513,LL,4.1
25514,H,7.7
25515,L,3.2
25516,CO,4.3
25517,H,7.4
25518,CO,2.5
25519,CM,0.9
25520,EL,15.3
25521,L,21.1
25522,CM,7.9
25523,CV,1.1
25524,L,1.1
25525,CO,8.6
25526,L,19.6
25527,L,5.2
25528,LL,25.3
25529,LL,98.6
25530,CO,38.7
25531,LL,46.1
25532,CO,33.9
25533,CO,43.0
25534,LL,82.4
25535,LL,38.9
25536,CO,32.6
25537,H,81.0
25538,CO,30.6
25539,LL,25.7
25540,CO,14.0
25541,CO,9.1
25542,CO,26.7
